CVE_ID,Tactics,ctatype,ctiscore,cvss,ttpID
CVE-2021-44228,Command and Control,Malware,3,10,T1105
CVE-2021-34527,Defense Evasion,Malware,3,8.8,T1562
CVE-2021-44228,Defense Evasion,Malware,3,10,T1562
CVE-2021-44228,Defense Evasion,Malware,3,10,T1070
CVE-2021-34527,Persistence,Malware,3,8.8,T1574
CVE-2021-34527,Privilege Escalation,Malware,3,8.8,T1574
CVE-2021-34527,Defense Evasion,Malware,3,8.8,T1574
CVE-2021-34527,Execution,Malware,3,8.8,T1569
CVE-2021-1675,Execution,Malware,3,7.8,T1569
CVE-2021-44228,Exfiltration,Malware,3,10,T1041
CVE-2021-44228,Defense Evasion,Malware,3,10,T1140
CVE-2021-44228,Command and Control,Malware,3,10,T1071
CVE-2021-34527,Impact,Malware,3,8.8,T1486
CVE-2021-44228,Impact,Malware,3,10,T1486
CVE-2020-5902,Impact,Malware,3,9.8,T1486
CVE-2021-1675,Defense Evasion,Malware,3,7.8,T1112
CVE-2021-34527,Defense Evasion,Malware,3,8.8,T1112
CVE-2019-5736,Initial Access,Malware,3,9.3,T1569
CVE-2019-2215,Privilege Escalation,Malware,3,4.6,T1134
CVE-2019-1653,Discovery,Malware,3,5,T1057
CVE-2019-1652,Discovery,Malware,3,9,T1087
CVE-2019-16395,Execution,Malware,3,6.8,T1203
CVE-2019-15949,Execution,Malware,3,9,T1059
CVE-2019-1367,Defense Evasion,Malware,3,7.6,T1070
CVE-2019-13382,Execution,Malware,3,9.3,T2018
CVE-2019-1322,Lateral Movement,Malware,3,4.6,T1210
CVE-2019-1315,Privilege Escalation,Malware,3,7.2,T1068
CVE-2019-1215,Lateral Movement,Malware,3,7.2,T1210
CVE-2019-11707,Execution,Malware,3,7.5,T1086
CVE-2019-1129,Defense Evasion,Malware,3,7.2,T1117
CVE-2019-1064,Execution,Malware,3,7.2,T1117
CVE-2019-0903,Initial Access,Malware,3,9.3,T1190
CVE-2019-0880,Initial Access,Malware,3,4.6,T1190
CVE-2019-0859,Initial Access,Malware,3,7.2,T1190
CVE-2019-0841,Initial Access,Malware,3,7.2,T1190
CVE-2019-0808,Initial Access,Malware,3,7.2,T1190
CVE-2019-0803,Initial Access,Malware,3,7.2,T1190
CVE-2019-0797,Initial Access,Malware,3,7.2,T1190
CVE-2019-0708,Initial Access,Malware,3,10,T1190
CVE-2019-0676,Initial Access,Malware,3,4.3,T1190
CVE-2019-0604,Initial Access,Malware,3,6.5,T1078
CVE-2019-0543,Persistence,Malware,3,4.6,T1078
CVE-2018-8639,Privilege Escalation,Malware,3,7.2,T1078
CVE-2018-7600,Defense Evasion,Malware,3,7.5,T1078
CVE-2018-7445,Initial Access,Malware,3,10,T1566
CVE-2018-6961,Initial Access,Malware,3,6.8,T1566
CVE-2018-6065,Initial Access,Malware,3,6.8,T1566
CVE-2018-2380,Execution,Malware,3,6.5,T1203
CVE-2018-15133,Execution,Malware,3,6.8,T1203
CVE-2018-14667,Privilege Escalation,Malware,3,7.5,T1068
CVE-2018-14558,Privilege Escalation,Malware,3,10,T1068
CVE-2018-1149,Privilege Escalation,Malware,3,10,T1068
CVE-2018-10562,Privilege Escalation,Malware,3,7.5,T1068
CVE-2018-10561,Privilege Escalation,Malware,3,7.5,T1068
CVE-2018-0802,Privilege Escalation,Malware,3,9.3,T1055
CVE-2018-0798,Defense Evasion,Malware,3,9.3,T1055
CVE-2018-0529,Privilege Escalation,Malware,3,4.3,T1055
CVE-2017-9791,Defense Evasion,Malware,3,7.5,T1055
CVE-2017-9248,Lateral Movement,Malware,3,7.5,T1021
CVE-2017-7494,Lateral Movement,Malware,3,10,T1021
CVE-2017-6884,Lateral Movement,Malware,3,9,T1021
CVE-2017-6744,Execution,Malware,3,9,T1059
CVE-2017-5638,Initial Access,Malware,3,10,T1133
CVE-2017-18368,Persistence,Malware,3,10,T1133
CVE-2017-1099,Initial Access,Malware,3,4,T1133
CVE-2017-0311,Persistence,Malware,3,7.2,T1133
CVE-2017-0007,Discovery,Malware,3,2.1,T1087
CVE-2016-7892,Defense Evasion,Malware,3,10,T1550
CVE-2016-7836,Lateral Movement,Malware,3,10,T1550
CVE-2016-7262,Defense Evasion,Malware,3,6.8,T1027
CVE-2016-7256,Defense Evasion,Malware,3,9.3,T1027
CVE-2016-7255,Privilege Escalation,Malware,3,7.2,T1134
CVE-2016-6662,Defense Evasion,Malware,3,10,T1134
CVE-2016-6415,Defense Evasion,Malware,3,5,T1140
CVE-2016-1229,Defense Evasion,Malware,3,3.5,T1140
CVE-2016-10174,Discovery,Malware,3,10,T1082
CVE-2016-10033,Command and Control,Malware,3,7.5,T1105
CVE-2016-0185,Defense Evasion,Malware,3,9.3,T1112
CVE-2016-0099,Defense Evasion,Malware,3,7.2,T1112
CVE-2015-6585,Initial Access,Malware,3,6.8,T1195
CVE-2015-5477,Initial Access,Malware,3,7.8,T1195
CVE-2015-1641,Initial Access,Malware,3,9.3,T1190
CVE-2015-1701,Privilege Escalation,Cybercrime,2,7.2,T1068
CVE-2015-5374,Impact,Cybercrime,2,7.8,T1499
CVE-2015-8651,Execution,Cybercrime,2,9.3,T1203
CVE-2016-0167,Privilege Escalation,Cybercrime,2,7.2,T1068
CVE-2016-6662,Initial Access,Cybercrime,2,10,T1190
CVE-2017-0005,Privilege Escalation,Cybercrime,2,6.9,T1068
CVE-2017-7269,Initial Access,Cybercrime,2,10,T1190
CVE-2017-8625,Defense Evasion,Cybercrime,2,6.8,T1223
CVE-2018-0798,Execution,Cybercrime,2,9.3,T1203
CVE-2018-4878,Execution,Cybercrime,2,7.5,T1203
CVE-2019-0604,Execution,Cybercrime,2,6.5,T1203
CVE-2019-0803,Privilege Escalation,Cybercrime,2,7.2,T1068
CVE-2019-0859,Privilege Escalation,Cybercrime,2,7.2,T1068
CVE-2019-5736,Privilege Escalation,Cybercrime,2,9.3,T1068
CVE-2022-27518,Initial Access,Cybercrime,2,9.8,T1190
CVE-2023-0669,Initial Access,Cybercrime,2,7.2,T1190
CVE-2023-38831,Execution,Cybercrime,2,7.8,T1203
CVE-2023-34362,Execution,Cybercrime,2,9.8,T1059
CVE-2024-4577,Execution,Cybercrime,2,9.8,T1059
CVE-2023-34362,Impact,Cybercrime,2,9.8,T1486
CVE-2023-27997,Impact,Cybercrime,2,9.8,T1486
CVE-2024-3400,Impact,Cybercrime,2,10,T1486
CVE-2024-1709,Impact,Cybercrime,2,10,T1486
CVE-2024-1709,Initial Access,Cybercrime,2,10,T1133
CVE-2024-1709,Persistence,Cybercrime,2,10,T1133
CVE-2022-27518,Initial Access,Cybercrime,2,9.8,T1133
CVE-2022-27518,Persistence,Cybercrime,2,9.8,T1133
CVE-2024-5910,Collection,Cybercrime,2,9.3,T1005
CVE-2023-23397,Discovery,Cybercrime,2,9.8,T1087
CVE-2024-5910,Discovery,Cybercrime,2,9.3,T1087
CVE-2022-40684,Discovery,Cybercrime,2,9.6,T1083
CVE-2024-3400,Discovery,Cybercrime,2,10,T1083
CVE-2024-3400,Defense Evasion,Cybercrime,2,10,T1562
CVE-2022-21882,Persistence,Cybercrime,2,7,T1574
CVE-2022-21882,Privilege Escalation,Cybercrime,2,7,T1574
CVE-2022-21882,Defense Evasion,Cybercrime,2,7,T1574
CVE-2023-36802,Persistence,Cybercrime,2,7.8,T1574
CVE-2023-36802,Privilege Escalation,Cybercrime,2,7.8,T1574
CVE-2023-36802,Defense Evasion,Cybercrime,2,7.8,T1574
CVE-2024-23334,Initial Access,Cybercrime,2,6.1,T1195
CVE-2023-36802,Privilege Escalation,Cybercrime,2,7.8,T1134
CVE-2023-36802,Defense Evasion,Cybercrime,2,7.8,T1134
CVE-2024-21412,Defense Evasion,Cybercrime,2,8.1,T1140
CVE-2023-38831,Defense Evasion,Cybercrime,2,7.8,T1036
CVE-2024-1709,Defense Evasion,Cybercrime,2,10,T1036
CVE-2024-21412,Defense Evasion,Cybercrime,2,8.1,T1036
CVE-2023-36874,Execution,Cybercrime,2,7.8,T1569
CVE-2022-37969,Execution,Cybercrime,2,7.8,T1569
CVE-2024-30088,Execution,Cybercrime,2,7,T1569
CVE-2024-1709,Defense Evasion,Cybercrime,2,10,T1070
CVE-2024-1709,Command and Control,Cybercrime,2,10,T1105
CVE-2020-5902,Initial Access,Cybercrime,2,9.8,T1190
CVE-2020-3992,Initial Access,Cybercrime,2,9.8,T1190
CVE-2020-17087,Execution,Cybercrime,2,7.8,T1203
CVE-2020-5902,Execution,Cybercrime,2,9.8,T1059
CVE-2020-17087,Privilege Escalation,Cybercrime,2,7.8,T1068
CVE-2020-0796,Privilege Escalation,Cybercrime,2,10,T1068
CVE-2020-0796,Lateral Movement,Cybercrime,2,10,T1210
CVE-2020-5902,Initial Access,Cybercrime,2,9.8,T1133
CVE-2020-5902,Persistence,Cybercrime,2,9.8,T1133
CVE-2020-0796,Lateral Movement,Cybercrime,2,10,T1021
CVE-2020-5902,Discovery,Cybercrime,2,9.8,T1082
CVE-2020-17087,Execution,Cybercrime,2,7.8,T1569
CVE-2020-17087,Privilege Escalation,Cybercrime,2,7.8,T1055
CVE-2020-17087,Defense Evasion,Cybercrime,2,7.8,T1055
CVE-2020-17087,Privilege Escalation,Cybercrime,2,7.8,T1134
CVE-2020-17087,Defense Evasion,Cybercrime,2,7.8,T1134
CVE-2020-17087,Defense Evasion,Cybercrime,2,7.8,T1112
CVE-2024-21887,Privilege Escalation,Cybercrime,2,9.1,T1499
CVE-2023-7028,Defense Evasion,Cybercrime,2,10,T1203
CVE-2023-46805,Defense Evasion,Cybercrime,2,8.2,T1203
CVE-2022-48618,Execution,Cybercrime,2,7,T1068
CVE-2022-2586,Privilege Escalation,Cybercrime,2,5.3,T1203
CVE-2019-9978,Privilege Escalation,Cybercrime,2,4.3,T1005
CVE-2019-9875,Privilege Escalation,Cybercrime,2,6.5,T1087
CVE-2019-9874,Privilege Escalation,Cybercrime,2,7.5,T1083
CVE-2019-9670,Defense Evasion,Cybercrime,2,7.5,T1574
CVE-2019-9621,Persistence,Cybercrime,2,5,T1574
CVE-2019-9082,Privilege Escalation,Cybercrime,2,10,T1574
CVE-2019-8394,Defense Evasion,Cybercrime,2,4,T1134
CVE-2019-7609,Initial Access,Cybercrime,2,10,T1134
CVE-2019-7256,Privilege Escalation,Cybercrime,2,10,T1036
CVE-2019-7238,Defense Evasion,Cybercrime,2,7.5,T1569
CVE-2019-6340,Execution,Cybercrime,2,6.8,T1569
CVE-2019-6223,Defense Evasion,Cybercrime,2,5,T1203
CVE-2019-5786,Defense Evasion,Cybercrime,2,4.3,T1068
CVE-2019-5418,Privilege Escalation,Cybercrime,2,5,T1055
CVE-2019-3929,Defense Evasion,Cybercrime,2,10,T1055
CVE-2019-3568,Persistence,Cybercrime,2,7.5,T1134
CVE-2019-3398,Privilege Escalation,Cybercrime,2,9,T1134
CVE-2019-3396,Defense Evasion,Cybercrime,2,10,T1112
CVE-2019-2725,Persistence,Cybercrime,2,7.5,T1562
CVE-2019-2616,Privilege Escalation,Cybercrime,2,6.4,T1574
CVE-2019-18187,Defense Evasion,Cybercrime,2,5,T1574
CVE-2019-16928,Initial Access,Cybercrime,2,7.5,T1574
CVE-2019-16920,Privilege Escalation,Cybercrime,2,10,T1574
CVE-2019-16759,Defense Evasion,Cybercrime,2,7.5,T1574
CVE-2019-16278,Defense Evasion,Cybercrime,2,7.5,T1574
CVE-2019-16256,Defense Evasion,Cybercrime,2,7.5,T1195
CVE-2019-16057,Defense Evasion,Cybercrime,2,10,T1134
CVE-2019-15846,Defense Evasion,Cybercrime,2,10,T1134
CVE-2019-1579,Execution,Cybercrime,2,6.8,T1140
CVE-2019-15752,Execution,Cybercrime,2,9.3,T1036
CVE-2019-15107,Execution,Cybercrime,2,10,T1036
CVE-2019-1429,Defense Evasion,Cybercrime,2,7.6,T1036
CVE-2019-1405,Command and Control,Cybercrime,2,7.2,T1569
CVE-2019-1388,Initial Access,Cybercrime,2,7.2,T1569
CVE-2019-1385,Initial Access,Cybercrime,2,6.1,T1569
CVE-2019-13608,Defense Evasion,Cybercrime,2,5,T1070
CVE-2019-13272,Persistence,Cybercrime,2,7.2,T1105
CVE-2019-12991,Privilege Escalation,Cybercrime,2,9,T1190
CVE-2019-12989,Defense Evasion,Cybercrime,2,7.5,T1190
CVE-2019-1297,Persistence,Cybercrime,2,9.3,T1070
CVE-2019-1253,Privilege Escalation,Cybercrime,2,7.2,T1105
CVE-2019-1214,Defense Evasion,Cybercrime,2,7.2,T1190
CVE-2019-11708,Initial Access,Cybercrime,2,10,T1190
CVE-2019-11634,Privilege Escalation,Cybercrime,2,7.5,T1203
CVE-2019-11581,Defense Evasion,Cybercrime,2,9.3,T1059
CVE-2019-11580,Defense Evasion,Cybercrime,2,7.5,T1068
CVE-2019-11539,Defense Evasion,Cybercrime,2,6.5,T1068
CVE-2019-11510,Defense Evasion,Cybercrime,2,7.5,T1210
CVE-2019-1132,Defense Evasion,Cybercrime,2,7.2,T1133
CVE-2019-1130,Execution,Cybercrime,2,7.2,T1133
CVE-2019-11043,Execution,Cybercrime,2,7.5,T1021
CVE-2019-11001,Execution,Cybercrime,2,9,T1082
CVE-2019-1069,Defense Evasion,Cybercrime,2,7.2,T1569
CVE-2019-10149,Command and Control,Cybercrime,2,7.5,T1055
CVE-2019-10068,Initial Access,Cybercrime,2,7.5,T1055
CVE-2019-1003030,Initial Access,Cybercrime,2,6.5,T1134
CVE-2019-1003029,Discovery,Cybercrime,2,6.5,T1134
CVE-2019-0863,Defense Evasion,Cybercrime,2,7.2,T1112
CVE-2019-0752,Discovery,Cybercrime,2,7.6,T1018
CVE-2019-0703,Discovery,Cybercrime,2,4,T1027
CVE-2019-0541,Discovery,Cybercrime,2,9.3,T1049
CVE-2019-0344,Defense Evasion,Cybercrime,2,7.5,T1057
CVE-2019-0211,Defense Evasion,Cybercrime,2,7.2,T1083
CVE-2019-0193,Defense Evasion,Cybercrime,2,9,T1497
CVE-2018-9276,Defense Evasion,Cybercrime,2,9,T1107
CVE-2018-8653,Execution,Cybercrime,2,7.6,T1223
CVE-2018-8611,Defense Evasion,Cybercrime,2,7.2,T1064
CVE-2018-8453,Persistence,Cybercrime,2,7.2,T1064
CVE-2018-8414,Privilege Escalation,Cybercrime,2,9.3,T1073
CVE-2018-8406,Defense Evasion,Cybercrime,2,7.2,T1073
CVE-2018-8405,Execution,Cybercrime,2,7.2,T1073
CVE-2018-8373,Initial Access,Cybercrime,2,7.6,T1117
CVE-2018-8298,Defense Evasion,Cybercrime,2,7.6,T1117
CVE-2018-8174,Execution,Cybercrime,2,7.6,T1193
CVE-2018-8120,Initial Access,Cybercrime,2,7.2,T1218
CVE-2018-7841,Initial Access,Cybercrime,2,7.5,T1203
CVE-2018-6882,Initial Access,Cybercrime,2,4.3,T1190
CVE-2018-6789,Initial Access,Cybercrime,2,7.5,T1190
CVE-2018-6530,Execution,Cybercrime,2,10,T1190
CVE-2018-5430,Execution,Cybercrime,2,4,T1190
CVE-2018-5002,Privilege Escalation,Cybercrime,2,10,T1203
CVE-2018-4990,Privilege Escalation,Cybercrime,2,6.8,T1203
CVE-2018-4939,Lateral Movement,Cybercrime,2,10,T1068
CVE-2018-4878,Lateral Movement,Cybercrime,2,7.5,T1068
CVE-2018-4344,Lateral Movement,Cybercrime,2,9.3,T1021
CVE-2018-2628,Lateral Movement,Cybercrime,2,7.5,T1210
CVE-2018-20250,Lateral Movement,Cybercrime,2,6.8,T1210
CVE-2018-20062,Execution,Cybercrime,2,7.5,T1210
CVE-2018-19322,Execution,Cybercrime,2,4.6,T1210
CVE-2018-19320,Collection,Cybercrime,2,7.2,T1059
CVE-2018-18809,Collection,Cybercrime,2,4,T1059
CVE-2018-18325,Discovery,Cybercrime,2,5,T1005
CVE-2018-17480,Defense Evasion,Cybercrime,2,6.8,T1005
CVE-2018-17463,Defense Evasion,Cybercrime,2,6.8,T1083
CVE-2018-15982,Initial Access,Cybercrime,2,10,T1562
CVE-2018-15961,Initial Access,Cybercrime,2,10,T1562
CVE-2018-15811,Defense Evasion,Cybercrime,2,5,T1195
CVE-2018-14933,Lateral Movement,Cybercrime,2,10,T1195
CVE-2018-14847,Defense Evasion,Cybercrime,2,6.4,T1550
